INSCRICAO;MATRICULA;ENDERECO
60.010.243.039.000;1586351;PRACA DA BANDEIRA - 71 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.050.000;1586378;PRACA DA BANDEIRA - 83 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.055.000;1586386;PRACA DA BANDEIRA - 89 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.061.000;1586394;PRACA DA BANDEIRA - 95 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.067.000;1586408;PRACA DA BANDEIRA - 99 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.076.000;1586424;PRACA DA BANDEIRA - 109 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.081.000;1586432;PRACA DA BANDEIRA - 113 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.086.000;1586440;PRACA DA BANDEIRA - 119 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.091.000;1586459;PRACA DA BANDEIRA - 125 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.096.000;1586467;PRACA DA BANDEIRA - 131 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.101.000;1586475;PRACA DA BANDEIRA - 137 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.108.000;1586483;PRACA DA BANDEIRA - 143 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.115.000;1586491;PRACA DA BANDEIRA - 149 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.273.122.000;1586505;PRACA DA BANDEIRA - 153 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.127.000;1586513;PRACA DA BANDEIRA - 157 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.132.000;1586521;PRACA DA BANDEIRA - 163 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.137.000;1586530;PRACA DA BANDEIRA - 166 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.141.000;1586548;PRACA DA BANDEIRA - 175 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.146.000;1586556;RUA PROF JOSANETE FERREIRA - 5 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.151.000;1586564;RUA PROF JOSANETE FERREIRA - 11 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.156.000;1586572;RUA PROF JOSANETE FERREIRA - 17 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.161.000;1586580;RUA PROF JOSANETE FERREIRA - 21 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.165.000;1586599;RUA PROF JOSANETE FERREIRA - 25 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.169.000;1586602;RUA PROF JOSANETE FERREIRA - 29 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.173.000;1586610;RUA PROF JOSANETE FERREIRA - 35 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.177.000;1586629;RUA PROF JOSANETE FERREIRA - 39 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.179.000;1586637;RUA PROF JOSANETE FERREIRA - 43 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.181.000;1586645;RUA PROF JOSANETE FERREIRA - 47 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.185.000;1586653;RUA PROF JOSANETE FERREIRA - 51 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.189.000;1586661;RUA PROF JOSANETE FERREIRA - 55 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.193.000;1586670;RUA PROF JOSANETE FERREIRA - 61 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.199.000;1586688;RUA PROF JOSANETE FERREIRA - 65 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.205.000;1586696;RUA PROF JOSANETE FERREIRA - 71 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.210.000;1586700;RUA PROF JOSANETE FERREIRA - 77 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.215.000;1586718;RUA PROF JOSANETE FERREIRA - 83 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.221.000;1586726;RUA PROF JOSANETE FERREIRA - 87 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.225.000;1586734;RUA PROF JOSANETE FERREIRA - 91 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.230.000;1586742;RUA PROF JOSANETE FERREIRA - 95 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.235.000;1586750;RUA PROF JOSANETE FERREIRA - 99 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.243.240.000;1586769;RUA PROF JOSANETE FERREIRA - 103 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.100.000;4245105;RUA PROF JOSANETE FERREIRA - 100 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.110.000;1598228;RUA PROF JOSANETE FERREIRA - 90 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.115.000;7940149;RUA PROF JOSANETE FERREIRA - 84 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.120.001;4245091;RUA PROF JOSANETE FERREIRA - 80 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.125.000;4066871;RUA PROF JOSANETE FERREIRA - 74 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.130.000;1598570;RUA PROF JOSANETE FERREIRA - 70 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.135.000;4716175;RUA PROF JOSANETE FERREIRA - 66 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.140.000;1586777;RUA PROF JOSANETE FERREIRA - 62 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.145.000;1597167;RUA PROF JOSANETE FERREIRA - 58 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.151.000;1593366;RUA PROF JOSANETE FERREIRA - 52 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.156.000;1598201;RUA PROF JOSANETE FERREIRA - 44 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.161.000;1586785;RUA PROF JOSANETE FERREIRA - 38 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.166.000;1586793;RUA PROF JOSANETE FERREIRA - 32 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.181.171.000;1586807;RUA PROF JOSANETE FERREIRA - 18 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.048.000;1598368;RUA DA IGREJA - 45 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.054.000;4677617;RUA DA IGREJA - 51 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.060.000;1586823;RUA DA IGREJA - 57 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.065.000;1586831;RUA DA IGREJA - 63 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.069.001;1586840;RUA DA IGREJA - 69 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.073.000;1598309;RUA DA IGREJA - 75 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.077.000;1586858;RUA DA IGREJA - 79 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.081.000;1586866;RUA DA IGREJA - 85 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.086.000;1586874;RUA DA IGREJA - 89 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.091.000;1593374;RUA DA IGREJA - 93 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.095.000;1586882;RUA DA IGREJA - 97 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.183.101.000;4245083;RUA DA IGREJA - 103 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.100.000;1586890;RUA DA IGREJA - 104 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.105.000;1586904;RUA DA IGREJA - 100 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.110.000;1586912;RUA DA IGREJA - 96 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.115.000;1586920;RUA DA IGREJA - 92 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.120.000;1586939;RUA DA IGREJA - 88 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.125.001;1586947;RUA DA IGREJA - 84 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.131.000;1586955;RUA DA IGREJA - 78 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.137.000;1586963;RUA DA IGREJA - 72 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.143.000;1586971;RUA DA IGREJA - 62 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.148.000;1586980;RUA DA IGREJA - 56 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.153.000;1586998;RUA DA IGREJA - 50 - FUNDO - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.158.000;1587005;RUA DA IGREJA - 46 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.163.000;1587013;RUA DA IGREJA - 40 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.000.002;1587021;PRACA DA BANDEIRA - 17 - LADO - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.014.002;1587030;PRACA DA BANDEIRA - 31 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.008.000;1593420;RUA 7 DE SETEMBRO - 29 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.011.000;7097360;RUA 7 DE SETEMBRO - 29 - A - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.012.001;7693192;RUA 7 DE SETEMBRO - 63 - A - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.016.000;1587056;RUA 7 DE SETEMBRO - 31 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.023.000;1587064;RUA 7 DE SETEMBRO - 35 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.029.000;1587072;RUA 7 DE SETEMBRO - 39 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.012.000;1587102;RUA 7 DE SETEMBRO - 63 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.020.000;1587110;RUA 7 DE SETEMBRO - 73 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.153.057.000;1587099;RUA 7 DE SETEMBRO - S/N -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.010.003;4375386;TRAVESSA 7 DE SETEMBRO - 515 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.034.000;5769590;TRAVESSA 7 DE SETEMBRO - 579 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.010.001;4114485;TRAVESSA 7 DE SETEMBRO - 578 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.016.000;1587129;TRAVESSA 7 DE SETEMBRO - 574 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.024.002;1587137;TRAVESSA 7 DE SETEMBRO - 570 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.032.000;1587145;TRAVESSA 7 DE SETEMBRO - 566 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.036.000;1587153;TRAVESSA 7 DE SETEMBRO - 562 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.040.000;1587161;TRAVESSA 7 DE SETEMBRO - 556 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.044.000;1587170;TRAVESSA 7 DE SETEMBRO - 552 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.048.000;1587188;TRAVESSA 7 DE SETEMBRO - 548 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.052.001;1587196;TRAVESSA 7 DE SETEMBRO - 544 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.154.056.000;1587200;TRAVESSA 7 DE SETEMBRO - 538 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.151.040.001;1587269;TRAVESSA 7 DE SETEMBRO - 494 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.000.001;1587218;TRAVESSA 7 DE SETEMBRO - 528 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.004.000;1587226;TRAVESSA 7 DE SETEMBRO - 514 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.009.000;1587234;TRAVESSA 7 DE SETEMBRO - 510 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.014.001;1587242;TRAVESSA 7 DE SETEMBRO - 506 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.152.019.000;1587250;TRAVESSA 7 DE SETEMBRO - 500 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.095.000;7556411;RUA 7 DE SETEMBRO - 426 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.097.000;7667191;RUA 7 DE SETEMBRO - 422 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.100.000;1587277;RUA 7 DE SETEMBRO - 418 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.105.000;1587285;RUA 7 DE SETEMBRO - 414 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.110.000;1587293;RUA 7 DE SETEMBRO - 410 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.115.000;1587307;RUA 7 DE SETEMBRO - 406 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.120.001;1587315;RUA 7 DE SETEMBRO - 400 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.124.000;1587323;RUA 7 DE SETEMBRO - 396 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.132.000;1587331;RUA 7 DE SETEMBRO - 390 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.137.000;1587340;RUA 7 DE SETEMBRO - 384 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.140.000;1587358;RUA 7 DE SETEMBRO - 378 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.144.000;1587366;RUA 7 DE SETEMBRO - 370 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.149.000;1587374;RUA 7 DE SETEMBRO - 366 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.154.000;1587382;RUA 7 DE SETEMBRO - 360 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.159.002;1587390;RUA 7 DE SETEMBRO - 344 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.164.000;1587404;RUA 7 DE SETEMBRO - 340 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.169.000;1587412;RUA 7 DE SETEMBRO - 336 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.174.000;1587420;RUA 7 DE SETEMBRO - 332 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.179.000;1587439;RUA 7 DE SETEMBRO - 336 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.184.000;1587447;RUA 7 DE SETEMBRO - 324 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.189.000;1587455;RUA 7 DE SETEMBRO - 320 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.194.000;1587463;RUA 7 DE SETEMBRO - 316 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.199.000;1587471;RUA 7 DE SETEMBRO - 314 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.204.000;1587498;RUA 7 DE SETEMBRO - 312 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.209.000;1587480;RUA 7 DE SETEMBRO - 310 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.214.000;1593412;RUA 7 DE SETEMBRO - 308 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.216.000;1587501;RUA 7 DE SETEMBRO - 302 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.221.002;1587510;RUA 7 DE SETEMBRO - 298 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.226.000;1587528;RUA 7 DE SETEMBRO - 294 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.231.000;1587536;RUA 7 DE SETEMBRO - 290 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.236.000;1587544;RUA 7 DE SETEMBRO - 284 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.240.000;1587552;RUA 7 DE SETEMBRO - 280 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.245.000;1587560;RUA 7 DE SETEMBRO - 274 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.250.000;1587579;RUA 7 DE SETEMBRO - 270 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.254.000;1587595;RUA 7 DE SETEMBRO - 264 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.255.000;1587609;RUA 7 DE SETEMBRO - 258 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.260.002;1587617;RUA 7 DE SETEMBRO - 254 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.265.000;1587625;RUA 7 DE SETEMBRO - 250 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.270.000;1587633;RUA 7 DE SETEMBRO - 246 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.280.000;1587641;RUA 7 DE SETEMBRO - 240 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.290.000;1587650;RUA 7 DE SETEMBRO - 236 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.295.000;1587668;RUA 7 DE SETEMBRO - 230 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.299.000;1587676;RUA 7 DE SETEMBRO - 226 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.303.000;1587684;RUA 7 DE SETEMBRO - 222 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.307.000;1587692;RUA 7 DE SETEMBRO - 218 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.311.000;1587706;RUA 7 DE SETEMBRO - 214 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.315.000;1587714;RUA 7 DE SETEMBRO - 210 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.319.000;1587722;RUA 7 DE SETEMBRO - 206 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.323.000;1587730;RUA 7 DE SETEMBRO - 202 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.327.000;1587749;RUA 7 DE SETEMBRO - 198 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.331.000;1587757;RUA 7 DE SETEMBRO - 194 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.336.000;1587765;RUA 7 DE SETEMBRO - 190 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.341.000;1587773;RUA 7 DE SETEMBRO - 186 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.347.000;1587781;RUA 7 DE SETEMBRO - 182 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.353.000;1587790;RUA 7 DE SETEMBRO - 178 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.359.000;1587803;RUA 7 DE SETEMBRO - 174 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.363.000;1587811;RUA 7 DE SETEMBRO - 170 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.367.000;1587820;RUA 7 DE SETEMBRO - 166 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.371.000;1587838;RUA 7 DE SETEMBRO - 162 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.374.000;1587846;RUA 7 DE SETEMBRO - 158 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.380.000;1587854;RUA 7 DE SETEMBRO - 152 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.019.000;5989914;TRAVESSA A CJ DO SOL - 52 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.025.001;5091462;TRAVESSA A CJ DO SOL - 42 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.048.000;1588559;TRAVESSA A CJ DO SOL - 16 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.026.000;7281293;TRAVESSA A CJ DO SOL - 51 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.093.046.002;5091489;TRAVESSA A CJ DO SOL - 43 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.000.003;1587870;RUA 7 DE SETEMBRO - 132 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.005.001;1587889;RUA 7 DE SETEMBRO - 128 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.010.001;1587897;RUA 7 DE SETEMBRO - 124 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.014.002;1587900;RUA 7 DE SETEMBRO - 120 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.018.002;1587919;RUA 7 DE SETEMBRO - 116 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.022.000;1587927;RUA 7 DE SETEMBRO - 112 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.027.000;1587935;RUA 7 DE SETEMBRO - 108 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.031.000;1587943;RUA 7 DE SETEMBRO - 86 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.030.003;1587978;RUA 7 DE SETEMBRO - 32 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.035.001;1587986;RUA 7 DE SETEMBRO - 28 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.040.002;1587994;RUA 7 DE SETEMBRO - 22 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.045.000;1588001;RUA 7 DE SETEMBRO - 18 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.050.000;1588010;RUA 7 DE SETEMBRO - 12 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.055.000;1588028;RUA 7 DE SETEMBRO - 8 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.060.000;1588036;RUA 7 DE SETEMBRO - 4 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.064.000;7948514;PRACA DA BANDEIRA - 271 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.070.000;1588060;PRACA DA BANDEIRA - 275 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.075.000;1588079;PRACA DA BANDEIRA - 281 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.079.002;1588087;PRACA DA BANDEIRA - 287 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.083.000;1588095;PRACA DA BANDEIRA - 291 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.088.000;1588109;PRACA DA BANDEIRA - 297 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.093.000;1588117;PRACA DA BANDEIRA - 303 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.099.000;1588125;PRACA DA BANDEIRA - 309 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.104.000;1588133;PRACA DA BANDEIRA - 315 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.109.000;1588141;PRACA DA BANDEIRA - 321 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.114.000;1588150;PRACA DA BANDEIRA - 327 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.120.002;1588168;PRACA DA BANDEIRA - 333 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.127.000;1588176;PRACA DA BANDEIRA - 339 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.127.001;6279039;PRACA DA BANDEIRA - 339 A - EM CIMA - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.134.000;1588184;PRACA DA BANDEIRA - 343 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.141.000;1588192;PRACA DA BANDEIRA - 347 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.148.000;1588206;PRACA DA BANDEIRA - 353 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.159.001;1588214;PRACA DA BANDEIRA - 375 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.172.000;1588222;PRACA DA BANDEIRA - 373 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.175.000;6327569;PRACA DA BANDEIRA - 377 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.178.000;1588230;PRACA DA BANDEIRA - 379 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.185.000;1588249;PRACA DA BANDEIRA - 385 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.191.000;1588257;PRACA DA BANDEIRA - 391 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.201.000;1588265;PRACA DA BANDEIRA - 409 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.211.000;1588273;PRACA DA BANDEIRA - 349 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.091.221.001;1588281;PRACA DA BANDEIRA - 329 - LADO - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.040.001;1588311;RUA JUVINA TOJAL - 51 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.051.002;1588320;RUA JUVINA TOJAL - 61 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.061.000;1588338;RUA JUVINA TOJAL - 67 - BAR - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.067.000;1588346;RUA JUVINA TOJAL - 73 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.071.000;1588354;RUA JUVINA TOJAL - 79 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.076.000;1588362;RUA JUVINA TOJAL - 87 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.082.000;1588370;RUA JUVINA TOJAL - 91 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.087.000;1588389;RUA JUVINA TOJAL - 97 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.097.000;1588397;RUA JUVINA TOJAL - 107 -  - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.102.002;1588400;RUA JUVINA TOJAL - 113 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.107.000;1588419;RUA JUVINA TOJAL - 119 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.112.000;1588427;RUA JUVINA TOJAL - 125 - BREJO GRANDE BREJO GRANDE SE 49995-000
60.010.092.117.000;1588435;RUA JUVINA TOJAL - 131 - BREJO GRANDE BREJO GRANDE SE 49995-000
